Id,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,SecFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
327,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,0,NA,NA,NA,0,5,2008,Con,Normal,324000
328,GasA,TA,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,4,2006,WD,Normal,145250
329,GasA,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,NA,0,NA,NA,NA,0,7,2009,WD,Normal,214500
330,GasA,TA,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,GdWo,NA,0,7,2009,WD,Normal,78000
331,GasA,TA,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,NA,0,NA,NA,NA,0,11,2007,WD,Normal,119000
332,GasA,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,8,2007,WD,Normal,139000
333,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,10,2009,WD,Normal,284000
334,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,7,2008,WD,Normal,207000
335,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,0,NA,NA,NA,0,7,2008,WD,Normal,192000
336,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,0,NA,NA,Shed,700,8,2008,WD,Normal,228950
337,GasA,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,7,2007,WD,Normal,377426
338,GasA,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,12,2008,WD,Normal,214000
339,GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,NA,0,NA,NA,Shed,400,5,2006,WD,Normal,202500
340,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,6,2009,WD,Normal,155000
341,GasA,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,202900
342,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,9,2009,WD,Normal,82000
343,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,0,NA,NA,NA,0,5,2006,WD,Normal,87500
344,GasA,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Ex,0,NA,NA,NA,0,7,2008,WD,Normal,266000
345,GasA,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,4,2010,WD,Normal,85000
346,GasA,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,0,NA,NA,NA,0,10,2006,WD,Normal,140200
347,GasA,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,Gar2,15500,4,2007,WD,Normal,151500
348,GasA,Ex,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,0,NA,NA,NA,0,12,2009,WD,Normal,157500
349,GasA,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,10,2008,WD,Normal,154000
350,GasA,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Ex,0,NA,NA,NA,0,4,2006,New,Partial,437154
351,GasA,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,0,NA,NA,NA,0,12,2007,New,Partial,318061
352,GasA,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,12,2006,WD,Abnorml,190000
353,GasA,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,3,2008,ConLw,Normal,95000
354,GasA,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,5,2010,WD,Normal,105900
355,GasA,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,0,NA,NA,NA,0,6,2006,WD,Normal,140000
356,GasA,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,8,2007,WD,Normal,177500
357,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,7,2009,WD,Normal,173000
358,GasA,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,0,NA,MnPrv,NA,0,8,2007,WD,Normal,134000
359,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,NA,0,NA,NA,NA,0,7,2006,WD,Abnorml,130000
360,GasA,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,6,2006,WD,Normal,280000
361,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,0,NA,MnPrv,NA,0,6,2007,WD,Normal,156000
362,GasA,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,0,NA,NA,NA,0,7,2008,WD,Normal,145000
363,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,0,NA,NA,NA,0,7,2009,ConLD,Normal,198500
364,GasA,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,5,2009,WD,Normal,118000
365,GasA,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,7,2006,WD,Normal,190000
366,GasA,Gd,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,7,2009,WD,Normal,147000
367,GasA,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,0,NA,NA,NA,0,7,2009,WD,Normal,159000
368,GasA,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,0,NA,NA,NA,0,12,2008,WD,Normal,165000
369,GasA,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,0,NA,NA,NA,0,3,2010,WD,Normal,132000
370,GasA,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,3,2010,WD,Normal,162000
371,GasA,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,1,2006,WD,Normal,172400
372,GasA,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,0,NA,NA,NA,0,7,2008,WD,Normal,134432
373,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,MnPrv,NA,0,2,2010,WD,Normal,125000
374,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,NA,0,NA,GdWo,NA,0,11,2009,WD,Normal,123000
375,GasA,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,7,2007,WD,Normal,219500
376,GasA,Gd,N,FuseA,904,0,0,904,1,0,0,1,1,1,Fa,4,Maj1,0,NA,0,NA,NA,NA,0,3,2009,WD,Normal,61000
377,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2006,WD,Normal,148000
378,GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,12,2007,WD,Normal,340000
379,GasA,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,0,NA,NA,NA,0,6,2010,New,Partial,394432
380,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,6,2009,WD,Normal,179000
381,GasA,TA,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,5,2010,WD,Normal,127000
382,GasA,Ex,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,0,NA,NA,NA,0,8,2006,New,Partial,187750
383,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,NA,0,NA,NA,NA,0,4,2007,WD,Normal,213500
384,GasA,TA,N,FuseA,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,10,2009,WD,Normal,76000
385,GasA,Ex,Y,SBrkr,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,0,NA,NA,NA,0,6,2007,WD,Normal,240000
386,GasA,Ex,Y,SBrkr,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,4,2010,WD,Normal,192000
387,GasA,TA,Y,SBrkr,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,0,NA,NA,NA,0,5,2006,WD,AdjLand,81000
388,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,0,NA,GdWo,NA,0,10,2009,WD,Abnorml,125000
389,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,7,2008,WD,Normal,191000
390,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,0,NA,NA,NA,0,8,2008,New,Partial,426000
391,GasA,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,NA,0,NA,MnPrv,NA,0,4,2008,WD,Normal,119000
392,GasA,Ex,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,6,2009,WD,Normal,215000
393,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,MnPrv,Shed,1200,7,2007,WD,Normal,106500
394,GasA,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,0,NA,GdWo,NA,0,4,2006,WD,Abnorml,100000
395,GasA,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,109000
396,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,6,2010,WD,Normal,129000
397,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,9,2009,WD,Normal,123000
398,GasA,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,0,NA,NA,NA,0,7,2007,WD,Normal,169500
399,GasA,Gd,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,0,NA,NA,NA,0,11,2007,WD,Abnorml,67000
400,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,10,2009,WD,Normal,241000
401,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,0,NA,NA,NA,0,12,2008,WD,Normal,245500
402,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,7,2006,New,Partial,164990
403,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,GdPrv,NA,0,8,2008,WD,Normal,108000
404,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,0,NA,NA,NA,0,7,2006,WD,Abnorml,258000
405,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,5,2007,WD,Normal,168000
406,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,0,NA,GdWo,NA,0,6,2009,WD,Normal,150000
407,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,0,NA,NA,NA,0,3,2008,WD,Normal,115000
408,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,0,NA,NA,NA,0,3,2008,WD,Normal,177000
409,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,0,NA,NA,NA,0,8,2007,New,Partial,280000
410,GasA,Ex,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,0,NA,NA,NA,0,4,2008,New,Partial,339750
411,GasA,TA,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,0,NA,NA,NA,0,6,2009,COD,Abnorml,60000
412,GasA,TA,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,1,2006,WD,Normal,145000
413,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,6,2010,New,Partial,222000
414,GasA,Gd,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,0,NA,NA,NA,0,3,2010,WD,Normal,115000
415,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,0,NA,NA,NA,0,12,2008,WD,Normal,228000
416,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,8,2007,New,Partial,181134
417,GasA,TA,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,3,2006,WD,Normal,149500
418,GasW,TA,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,0,NA,NA,NA,0,11,2007,WD,Normal,239000
419,GasA,Fa,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,4,2007,WD,AdjLand,126000
420,GasA,Ex,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,0,NA,NA,NA,0,7,2010,WD,Normal,142000
421,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,0,NA,NA,NA,0,11,2008,WD,Alloca,206300
422,GasA,Gd,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,6,2009,WD,Normal,215000
423,GasA,Ex,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,2,2008,WD,Normal,113000
424,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,6,2008,WD,Normal,315000
425,GasA,Gd,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,0,NA,NA,NA,0,5,2008,WD,Normal,139000
426,GasA,Gd,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,0,NA,NA,NA,0,9,2009,WD,Normal,135000
427,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,0,NA,NA,NA,0,8,2009,WD,Normal,275000
428,GasA,Ex,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2008,WD,Normal,109008
429,GasA,Ex,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,9,2007,New,Partial,195400
430,GasA,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,3,2009,WD,Normal,175000
431,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,7,2008,COD,Abnorml,85400
432,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,0,NA,MnPrv,NA,0,9,2008,ConLD,Abnorml,79900
433,GasA,Ex,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,0,NA,NA,NA,0,8,2007,WD,Normal,122500
434,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,7,2008,WD,Normal,181000
435,GasA,Gd,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,0,NA,NA,NA,0,6,2008,WD,Normal,81000
436,GasA,Ex,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,4,2009,ConLw,Normal,212000
437,GasA,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,10,2006,WD,Normal,116000
438,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,0,NA,NA,NA,0,1,2009,WD,Normal,119000
439,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,0,NA,MnPrv,NA,0,3,2007,WD,Normal,90350
440,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,0,NA,GdPrv,Shed,800,8,2009,ConLI,Normal,110000
441,GasA,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,0,NA,NA,NA,0,4,2009,WD,Normal,555000
442,GasA,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,NA,0,NA,NA,NA,0,9,2008,WD,Normal,118000
443,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,0,NA,NA,NA,0,6,2008,WD,Normal,162900
444,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,0,NA,NA,NA,0,6,2007,New,Partial,172500
445,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,0,NA,NA,NA,0,7,2008,WD,Normal,210000
446,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,0,NA,MnPrv,NA,0,11,2009,COD,Normal,127500
447,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,0,NA,NA,NA,0,6,2010,WD,Normal,190000
448,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,0,NA,NA,NA,0,7,2006,WD,Normal,199900
449,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,0,NA,NA,NA,0,6,2006,WD,Normal,119500
450,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,6,2007,WD,Normal,120000
451,GasA,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,NA,0,NA,NA,NA,0,6,2006,WD,Normal,110000
452,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,0,NA,NA,NA,0,12,2006,WD,Normal,280000
453,GasA,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,204000
454,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,6,2009,WD,Normal,210000
455,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,NA,0,NA,NA,NA,0,7,2006,WD,Family,188000
456,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,0,NA,NA,NA,0,9,2007,WD,Normal,175500
457,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,0,NA,NA,NA,0,5,2008,COD,Abnorml,98000
458,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,0,NA,NA,NA,0,3,2008,WD,Normal,256000
459,GasA,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,0,NA,MnPrv,NA,0,6,2008,WD,Normal,161000
460,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,0,NA,NA,NA,0,7,2009,WD,Normal,110000
461,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,NA,0,NA,NA,NA,0,12,2009,New,Partial,263435
462,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,NA,0,NA,MnPrv,NA,0,4,2009,WD,Normal,155000
463,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,0,NA,GdWo,NA,0,12,2009,WD,Normal,62383
464,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,0,NA,NA,NA,0,8,2008,WD,Normal,188700
465,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,8,2009,WD,Normal,124000
466,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,0,NA,NA,NA,0,5,2006,WD,Normal,178740
467,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,0,NA,GdWo,NA,0,4,2007,WD,Normal,167000
468,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,0,NA,NA,NA,0,6,2007,WD,Normal,146500
469,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,5,2007,WD,Normal,250000
470,GasA,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,NA,0,NA,NA,NA,0,6,2008,WD,Normal,187000
471,GasA,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,NA,0,NA,NA,NA,0,6,2010,WD,Normal,212000
472,GasA,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,0,NA,NA,NA,0,11,2007,WD,Normal,190000
473,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,6,2008,WD,Normal,148000
474,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,0,NA,NA,NA,0,7,2007,New,Partial,440000
475,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,NA,0,NA,NA,NA,0,8,2007,WD,Normal,251000
476,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,7,2007,WD,Normal,132500
477,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,0,NA,NA,NA,0,4,2008,WD,Normal,208900
478,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,0,NA,NA,NA,0,3,2007,WD,Normal,380000
479,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,0,NA,NA,NA,0,9,2009,WD,Normal,297000
480,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,NA,0,NA,MnPrv,NA,0,3,2007,WD,Alloca,89471
481,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,0,NA,NA,NA,0,3,2006,WD,Normal,326000
482,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,0,NA,NA,NA,0,8,2006,WD,Normal,374000
483,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,0,NA,NA,NA,0,6,2009,WD,Normal,155000
484,GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,NA,0,NA,NA,NA,0,5,2006,WD,Normal,164000
485,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,NA,0,NA,NA,NA,0,3,2007,WD,Normal,132500
486,GasA,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,0,NA,NA,NA,0,7,2009,WD,Normal,147000
487,GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,NA,0,NA,NA,NA,0,6,2007,WD,Normal,156000
488,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,0,NA,NA,NA,0,2,2007,WD,Normal,175000
489,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,0,NA,NA,NA,0,5,2006,ConLD,Normal,160000
490,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,NA,0,NA,NA,NA,0,5,2009,WD,Normal,86000
491,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,0,NA,NA,NA,0,6,2008,WD,Normal,115000
