Id,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd
935,PosA,Norm,1Fam,1Story,7,7,1960,2007
936,Norm,Norm,1Fam,1Story,4,5,1926,1953
937,Norm,Norm,1Fam,1Story,7,5,2003,2003
938,Norm,Norm,1Fam,2Story,7,5,2005,2005
939,Norm,Norm,1Fam,2Story,7,5,2006,2006
940,Norm,Norm,1Fam,2Story,7,7,1940,1950
941,Norm,Norm,Duplex,1Story,6,5,1976,1976
942,RRNn,Norm,1Fam,2Story,7,5,1999,1999
943,Norm,Norm,Duplex,1Story,4,3,1977,1977
944,Norm,Norm,Duplex,1Story,5,4,1967,1967
945,Norm,Norm,1Fam,SLvl,6,6,1958,1958
946,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996
947,Norm,Norm,1Fam,SLvl,5,6,1959,1959
948,Norm,Norm,1Fam,1Story,8,5,2002,2003
949,Norm,Norm,1Fam,2Story,7,5,2002,2002
950,Norm,Norm,1Fam,1Story,6,7,1972,2006
951,Norm,Norm,1Fam,1Story,5,8,1950,2002
952,Norm,Norm,1Fam,1Story,5,5,1965,1965
953,Norm,Norm,1Fam,SFoyer,5,8,1972,2003
954,Norm,Norm,1Fam,2Story,5,4,1969,1969
955,Norm,Norm,Duplex,SFoyer,6,5,1975,1975
956,Norm,Norm,Duplex,2Story,6,6,1946,1950
957,Norm,Norm,TwnhsE,2Story,6,6,1980,1980
958,Norm,Norm,1Fam,1Story,5,5,1962,1962
959,Norm,Norm,1Fam,1Story,7,5,2003,2003
960,Norm,Norm,Twnhs,2Story,7,5,1999,1999
961,Norm,Norm,1Fam,1Story,5,7,1958,2008
962,PosN,Norm,1Fam,2Story,6,7,1977,1995
963,Norm,Norm,TwnhsE,2Story,6,6,1976,1976
964,Norm,Norm,1Fam,1Story,9,5,2007,2007
965,Norm,Norm,1Fam,2Story,7,5,2002,2003
966,RRAn,Norm,1Fam,2Story,6,5,2005,2007
967,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950
968,Norm,Norm,1Fam,1Story,5,7,1955,1955
969,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950
970,Norm,Norm,2fmCon,SLvl,6,5,1958,1958
971,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950
972,Norm,Norm,Twnhs,2Story,7,5,2003,2004
973,Norm,Norm,TwnhsE,1Story,6,5,1979,1979
974,Norm,Norm,1Fam,1Story,7,5,2007,2008
975,RRAn,Feedr,1Fam,2Story,7,8,1910,1993
976,Norm,Norm,Twnhs,2Story,7,5,2000,2000
977,Norm,Norm,1Fam,1Story,4,7,1923,1958
978,Norm,Norm,TwnhsE,1Story,7,5,2006,2007
979,Norm,Norm,1Fam,1Story,4,5,1954,1954
980,Feedr,Norm,1Fam,1Story,5,6,1963,1963
981,Norm,Norm,1Fam,SFoyer,7,9,1961,2007
982,Norm,Norm,1Fam,2Story,8,5,1998,1999
983,Norm,Norm,1Fam,1Story,7,5,2007,2007
984,Norm,Norm,1Fam,2Story,8,5,2002,2002
985,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977
986,Norm,Norm,2fmCon,1Story,5,5,1950,1950
987,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003
988,Norm,Norm,1Fam,1Story,9,5,2009,2010
989,Norm,Norm,1Fam,2Story,6,6,1976,1976
990,Norm,Norm,1Fam,2Story,7,5,2006,2006
991,Norm,Norm,1Fam,2Story,8,5,1997,1998
992,Artery,Norm,1Fam,2Story,8,9,1882,1986
993,Norm,Norm,1Fam,2Story,6,8,1964,1993
994,Norm,Norm,1Fam,2Story,6,5,2005,2006
995,Norm,Norm,1Fam,1Story,10,5,2006,2007
996,Feedr,Norm,1Fam,1.5Fin,4,7,1946,1950
997,Norm,Norm,1Fam,1Story,5,6,1961,1961
998,PosA,Norm,1Fam,1Story,6,6,1970,1970
999,Norm,Norm,1Fam,1Story,3,4,1922,1950
1000,Norm,Norm,1Fam,1Story,7,5,2006,2006
1001,Norm,Norm,1Fam,1Story,3,3,1952,1952
1002,Norm,Norm,1Fam,1Story,5,6,1920,1950
1003,RRAn,Norm,1Fam,1Story,8,5,2006,2006
1004,Feedr,RRAn,Duplex,1Story,5,6,1976,1976
1005,Norm,Norm,TwnhsE,1Story,7,5,2005,2006
1006,Norm,Norm,1Fam,SLvl,5,8,1977,1977
1007,PosN,Norm,1Fam,1Story,6,3,1970,1970
1008,Norm,Norm,TwnhsE,2Story,4,4,1970,1970
1009,Norm,Norm,1Fam,1Story,7,5,2004,2005
1010,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950
1011,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950
1012,Norm,Norm,Duplex,1Story,5,5,1965,1965
1013,Norm,Norm,1Fam,2Story,6,7,1923,1996
1014,Norm,Norm,1Fam,1Story,5,4,1910,2006
1015,Artery,Norm,1Fam,1Story,6,5,1948,1950
1016,Norm,Norm,1Fam,2Story,8,6,2001,2001
1017,Norm,Norm,1Fam,1Story,7,5,1996,1996
1018,Norm,Norm,TwnhsE,1Story,8,5,1984,1984
1019,Norm,Norm,1Fam,SLvl,7,5,1991,1992
1020,Norm,Norm,TwnhsE,1Story,7,5,2005,2005
1021,Norm,Norm,1Fam,1Story,4,5,2005,2005
1022,Norm,Norm,1Fam,1Story,7,5,2006,2006
1023,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950
1024,Norm,Norm,TwnhsE,1Story,7,5,2005,2006
1025,Norm,Norm,1Fam,1Story,8,6,1976,1976
1026,Norm,Norm,1Fam,1Story,5,5,1972,1972
1027,Feedr,Norm,1Fam,1Story,5,5,1960,1960
1028,Norm,Norm,1Fam,1Story,8,5,2007,2008
1029,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950
1030,Norm,Norm,Twnhs,2Story,6,7,1972,1972
1031,Norm,Norm,2fmCon,2Story,5,8,1916,1995
1032,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970
1033,Norm,Norm,1Fam,2Story,8,7,1993,1993
1034,Norm,Norm,1Fam,1Story,7,5,2002,2002
1035,Norm,Norm,1Fam,1Story,5,7,1938,1950
1036,Norm,Norm,1Fam,1Story,4,3,1957,1957
1037,Norm,Norm,1Fam,1Story,9,5,2007,2008
1038,Norm,Norm,1Fam,2Story,8,5,2001,2002
1039,Norm,Norm,Twnhs,2Story,4,6,1970,2008
1040,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970
1041,Norm,Norm,1Fam,1Story,5,4,1957,2000
1042,Feedr,Norm,1Fam,2Story,6,8,1966,2000
1043,Norm,Norm,Twnhs,1Story,6,5,2005,2005
1044,Norm,Norm,1Fam,2Story,7,5,1990,1990
1045,PosN,Norm,1Fam,1Story,8,5,1981,1981
1046,Norm,Norm,1Fam,1Story,3,5,1955,1955
1047,Norm,Norm,1Fam,2Story,9,5,2005,2006
1048,Norm,Norm,1Fam,1Story,5,5,1994,1995
1049,Norm,Norm,1Fam,1Story,5,4,1960,2006
1050,Norm,Norm,1Fam,1Story,4,7,1946,2006
1051,Norm,Norm,1Fam,1Story,7,5,2007,2007
1052,Norm,Norm,1Fam,1Story,7,5,2007,2007
1053,Artery,Norm,1Fam,2Story,6,6,1964,1978
1054,Norm,Norm,1Fam,1Story,5,6,1957,2002
1055,Norm,Norm,1Fam,2Story,8,5,2002,2002
1056,Norm,Norm,1Fam,1Story,6,5,1976,1976
1057,Norm,Norm,TwnhsE,1Story,7,5,2005,2005
1058,Norm,Norm,1Fam,2Story,7,6,1994,1994
1059,Norm,Norm,1Fam,2Story,9,5,2008,2008
1060,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950
1061,Norm,Norm,TwnhsE,1Story,8,5,2001,2001
1062,Norm,Norm,1Fam,1Story,3,4,1935,1950
1063,Norm,Norm,2fmCon,2Story,5,5,1900,1950
1064,Artery,Norm,1Fam,1Story,6,6,1925,1980
1065,Norm,Norm,1Fam,1Story,5,6,1966,1966
1066,Norm,Norm,1Fam,2Story,7,5,1996,1997
1067,Norm,Norm,1Fam,2Story,6,7,1993,1994
1068,Norm,Norm,1Fam,2Story,6,6,1964,1964
1069,Norm,Norm,TwnhsE,2Story,6,4,1973,1973
1070,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003
1071,Norm,Norm,1Fam,1Story,5,5,1956,1956
1072,RRAn,Norm,1Fam,2Story,6,6,1968,1968
1073,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950
1074,Norm,Norm,1Fam,2Story,6,6,1977,1977
1075,Norm,Norm,1Fam,1Story,7,5,2006,2006
1076,Norm,Norm,1Fam,2Story,7,6,1940,1984
1077,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989
1078,Norm,Norm,1Fam,1Story,5,5,1969,1969
1079,Norm,Norm,TwnhsE,1Story,6,5,2004,2004
1080,Norm,Norm,1Fam,1Story,5,5,1994,1994
1081,Norm,Norm,1Fam,1Story,6,7,1971,2004
1082,Feedr,Norm,1Fam,1Story,5,5,1963,1963
1083,Norm,Norm,1Fam,1Story,7,5,2002,2002
1084,Norm,Norm,1Fam,1Story,6,6,1964,1964
1085,Norm,Norm,1Fam,2Story,6,5,1995,1996
1086,Norm,Norm,1Fam,SFoyer,6,6,1992,1992
1087,Norm,Norm,TwnhsE,2Story,4,5,1973,1973
1088,Norm,Norm,1Fam,2Story,8,5,2005,2006
1089,Norm,Norm,Twnhs,2Story,7,5,2004,2004
1090,Norm,Norm,TwnhsE,1Story,8,5,2005,2005
1091,Norm,Norm,Duplex,1Story,3,4,1950,1950
1092,Norm,Norm,Twnhs,2Story,7,5,1999,2000
1093,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950
1094,Feedr,Norm,1Fam,1Story,5,8,1965,1998
1095,Norm,Norm,1Fam,1Story,5,7,1956,2000
1096,Norm,Norm,1Fam,1Story,6,5,2006,2006
1097,Norm,Norm,1Fam,2Story,6,7,1914,2006
1098,Norm,Norm,TwnhsE,1Story,8,5,1986,1986
1099,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950
1100,RRAn,Norm,1Fam,1Story,7,5,1978,1978
1101,Norm,Norm,1Fam,1Story,2,5,1920,1950
1102,Norm,Norm,1Fam,1Story,5,5,1971,1971
1103,Norm,Norm,1Fam,1Story,5,7,1960,2002
1104,Norm,Norm,1Fam,1Story,6,6,1959,1959
1105,Norm,Norm,TwnhsE,2Story,5,5,1970,1970
1106,Norm,Norm,1Fam,2Story,8,5,1994,1995
1107,Feedr,Norm,1Fam,1Story,7,5,1990,1991
1108,Norm,Norm,1Fam,2Story,7,5,2006,2006
1109,Norm,Norm,1Fam,2Story,6,5,2000,2000
1110,Norm,Norm,1Fam,1Story,8,5,2004,2005
1111,Norm,Norm,1Fam,2Story,6,5,1995,1996
1112,Norm,Norm,1Fam,2Story,7,6,1976,1976
1113,Norm,Norm,1Fam,1Story,5,7,1957,1957
1114,Norm,Norm,1Fam,1Story,5,7,1953,2006
1115,Norm,Norm,1Fam,1Story,5,7,1954,2000
1116,Norm,Norm,1Fam,1Story,8,5,2007,2007
1117,Norm,Norm,1Fam,SLvl,8,5,2002,2002
1118,Feedr,Norm,1Fam,1Story,5,7,1967,2003
1119,Norm,Norm,1Fam,SLvl,5,6,1958,1987
1120,Norm,Norm,1Fam,1Story,5,5,1959,1959
1121,Norm,Norm,1Fam,1Story,6,5,1920,1950
1122,Norm,Norm,1Fam,1Story,7,5,2005,2006
1123,Norm,Norm,1Fam,1Story,4,3,1956,1956
1124,Norm,Norm,1Fam,1Story,5,9,1947,2008
1125,Norm,Norm,1Fam,SLvl,7,5,1992,1992
1126,Norm,Norm,1Fam,1Story,4,5,1955,1955
1127,Norm,Norm,TwnhsE,1Story,7,5,2007,2007
1128,Norm,Norm,1Fam,1Story,7,5,2004,2004
1129,Norm,Norm,1Fam,2Story,7,5,2004,2005
1130,Norm,Norm,Duplex,SFoyer,5,5,1980,1980
1131,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950
1132,Norm,Norm,1Fam,1Story,5,5,1991,1992
1133,Norm,Norm,1Fam,2Story,6,4,1880,1950
1134,Norm,Norm,1Fam,2Story,8,5,1995,1995
1135,Norm,Norm,1Fam,2Story,6,5,1997,1997
1136,Norm,Norm,1Fam,1Story,6,5,1926,1950
1137,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950
1138,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996
1139,Norm,Norm,1Fam,1Story,6,5,1977,1977
1140,Norm,Norm,1Fam,1Story,5,5,1920,1950
1141,Norm,Norm,1Fam,1Story,5,7,1951,1951
1142,PosN,Norm,1Fam,2Story,5,7,1976,1976
1143,Norm,Norm,1Fam,2Story,8,5,2006,2007
1144,Norm,Norm,1Fam,1Story,5,3,1959,1959
1145,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950
1146,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950
1147,Norm,Norm,1Fam,1Story,6,5,1985,1985
1148,Norm,Norm,1Fam,2Story,7,7,1941,1950
1149,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950
1150,Artery,Norm,1Fam,2Story,7,9,1920,1988
1151,Norm,Norm,1Fam,1Story,6,5,1950,1950
1152,Norm,Norm,1Fam,1Story,5,4,1959,1959
1153,Norm,Norm,1Fam,1Story,6,7,1956,2004
1154,Norm,Norm,1Fam,1Story,6,8,1930,2007
1155,Norm,Norm,1Fam,2Story,7,6,1965,1988
1156,Norm,Norm,1Fam,1Story,5,8,1976,2004
1157,Norm,Norm,1Fam,SLvl,5,8,1965,1999
1158,Norm,Norm,Twnhs,1Story,7,5,2007,2008
1159,Feedr,Norm,1Fam,1Story,8,5,2007,2008
1160,Norm,Norm,1Fam,2Story,6,6,1974,1974
1161,Norm,Norm,Twnhs,2Story,6,5,1978,1978
1162,PosN,Norm,1Fam,1Story,6,7,1954,2006
1163,Norm,Norm,1Fam,1Story,5,5,1968,1968
1164,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969
1165,Feedr,Norm,1Fam,SLvl,5,7,1978,1978
1166,Norm,Norm,1Fam,1Story,7,5,2009,2009
1167,Norm,Norm,1Fam,1Story,8,5,2008,2008
1168,RRAn,Norm,1Fam,2Story,6,5,2000,2000
1169,Norm,Norm,1Fam,2Story,6,7,1935,1986
1170,Norm,Norm,1Fam,2Story,10,5,1995,1996
1171,Norm,Norm,1Fam,SLvl,6,6,1977,1977
1172,Norm,Norm,1Fam,1Story,6,6,1958,1958
1173,Norm,Norm,TwnhsE,2Story,7,5,2006,2007
1174,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994
1175,Norm,Norm,1Fam,2Story,6,8,1932,1950
1176,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000
1177,Norm,Norm,1Fam,1Story,5,5,1984,1985
1178,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004
1179,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950
1180,Norm,Norm,1Fam,1Story,5,5,1954,1954
1181,Norm,Norm,1Fam,2Story,7,5,1990,1991
1182,Norm,Norm,TwnhsE,1Story,8,5,2008,2008
1183,Norm,Norm,1Fam,2Story,10,5,1996,1996
1184,Norm,Norm,1Fam,1Story,5,6,1920,1950
1185,Norm,Norm,1Fam,1Story,5,4,1963,1963
1186,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950
1187,Artery,Artery,2fmCon,2Story,3,5,1900,1970
1188,Norm,Norm,1Fam,1Story,8,5,1994,1995
1189,Norm,Norm,1Fam,2Story,7,5,2002,2002
1190,Norm,Norm,1Fam,2Story,7,5,1999,1999
1191,Norm,Norm,2fmCon,1Story,4,4,1961,1975
1192,Norm,Norm,Twnhs,2Story,8,5,1999,2000
1193,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994
1194,Norm,Norm,TwnhsE,1Story,6,5,1999,1999
1195,Norm,Norm,1Fam,2Story,6,7,1969,1969
1196,Norm,Norm,1Fam,2Story,6,5,2005,2005
1197,Norm,Norm,1Fam,2Story,7,5,2006,2006
1198,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950
1199,Norm,Norm,1Fam,1Story,7,5,2001,2001
1200,Norm,Norm,1Fam,1Story,4,5,1963,1979
1201,Norm,Norm,1Fam,1Story,4,5,1970,1970
1202,Norm,Norm,1Fam,2Story,7,5,1998,1998
1203,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997
1204,Norm,Norm,1Fam,1Story,7,5,2000,2001
1205,Norm,Norm,1Fam,1Story,5,6,1975,1975
1206,Norm,Norm,1Fam,1Story,7,7,1990,1991
1207,Norm,Norm,1Fam,1Story,4,4,1966,1966
1208,Norm,Norm,1Fam,1Story,6,5,2003,2003
1209,Norm,Norm,1Fam,1Story,5,7,1962,1980
1210,RRNn,Norm,1Fam,1Story,8,5,2006,2006
1211,Norm,Norm,1Fam,2Story,6,5,1992,1992
1212,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005
1213,Norm,Norm,1Fam,1Story,4,6,1941,1950
1214,Norm,Norm,1Fam,SLvl,4,9,1965,2001
1215,Norm,Norm,1Fam,SFoyer,5,5,1962,1962
1216,Norm,Norm,1Fam,1Story,5,5,1966,1966
1217,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978
1218,Norm,Norm,1Fam,1Story,8,5,2009,2009
1219,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950
1220,Norm,Norm,Twnhs,2Story,6,5,1971,1971
1221,Norm,Norm,1Fam,1Story,5,5,1964,1964
1222,Feedr,Norm,1Fam,1Story,5,5,1968,1968
1223,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950
1224,Norm,Norm,1Fam,1Story,5,3,1951,1951
1225,RRAn,Norm,1Fam,2Story,7,5,2004,2005
1226,Norm,Norm,1Fam,SLvl,6,8,1958,1958
1227,Feedr,Norm,1Fam,2Story,6,5,2007,2007
1228,Norm,Norm,1Fam,1Story,5,8,1965,2008
1229,Norm,Norm,TwnhsE,1Story,9,5,2008,2008
1230,Norm,Norm,1Fam,SLvl,5,5,1960,1960
1231,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977
1232,Norm,Norm,Duplex,SLvl,5,6,1962,1962
1233,Norm,Norm,Duplex,1Story,4,5,1962,1962
1234,Norm,Norm,1Fam,1Story,5,5,1959,1959
1235,Norm,Norm,1Fam,2Story,5,6,1911,1950
1236,Norm,Norm,1Fam,2Story,5,5,1914,1950
1237,Norm,Norm,Twnhs,2Story,7,5,2003,2003
1238,Norm,Norm,1Fam,2Story,7,5,2004,2005
1239,RRAe,Norm,1Fam,1Story,6,5,2005,2005
1240,Norm,Norm,1Fam,1Story,8,5,2006,2006
1241,Norm,Norm,1Fam,2Story,7,5,2003,2003
1242,Norm,Norm,1Fam,1Story,7,6,2007,2007
1243,Norm,Norm,1Fam,SFoyer,7,6,1974,1974
1244,Norm,Norm,1Fam,1Story,10,5,2006,2006
1245,Norm,Norm,1Fam,2Story,8,7,1929,1950
1246,Norm,Norm,1Fam,SLvl,6,7,1984,2003
1247,Norm,Norm,1Fam,2Story,7,5,2005,2006
1248,Norm,Norm,1Fam,SLvl,6,5,1976,1976
1249,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950
1250,Norm,Norm,1Fam,1Story,5,7,1950,1950
1251,Norm,Norm,1Fam,1Story,7,5,1968,1968
1252,Norm,Norm,TwnhsE,1Story,7,5,2003,2003
1253,Norm,Norm,1Fam,1Story,5,6,1968,1968
1254,Norm,Norm,1Fam,2Story,7,7,1974,2003
1255,Norm,Norm,1Fam,2Story,7,5,2003,2004
1256,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950
1257,Norm,Norm,1Fam,1Story,8,5,1994,1994
1258,Feedr,Norm,1Fam,1Story,5,8,1922,1950
1259,Norm,Norm,1Fam,SLvl,7,5,2005,2005
1260,Norm,Norm,1Fam,1Story,6,8,1969,1969
1261,RRAn,Norm,1Fam,2Story,6,5,1999,1999
1262,Norm,Norm,1Fam,1Story,5,6,1956,1956
1263,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989
1264,Norm,Norm,1Fam,2Story,6,6,1919,1950
1265,Norm,Norm,TwnhsE,1Story,6,5,1998,1999
1266,Norm,Norm,TwnhsE,2Story,7,5,1999,1999
1267,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950
1268,Norm,Norm,1Fam,1Story,9,5,2008,2009
1269,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997
1270,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958
1271,Norm,Norm,1Fam,1Story,7,6,1979,1979
1272,PosN,Norm,1Fam,1Story,6,7,1968,1968
1273,Norm,Norm,1Fam,1Story,5,6,1965,1965
1274,Norm,Norm,1Fam,SLvl,6,7,1959,2006
1275,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003
1276,Feedr,Norm,Duplex,2Story,5,5,1948,1950
1277,Norm,Norm,1Fam,2Story,6,6,1972,1972
1278,Norm,Norm,1Fam,SLvl,6,5,1967,1976
1279,Norm,Norm,1Fam,2Story,8,5,2002,2002
1280,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950
1281,Norm,Norm,1Fam,1Story,7,5,2002,2002
1282,Norm,Norm,1Fam,1Story,7,5,1990,1990
1283,Norm,Norm,1Fam,1Story,5,7,1977,2008
1284,Norm,Norm,Duplex,2Story,6,5,1971,1971
1285,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990
1286,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950
1287,Feedr,Norm,1Fam,1Story,6,5,1963,1963
1288,Norm,Norm,1Fam,1Story,5,5,1964,1964
1289,Norm,Norm,TwnhsE,1Story,8,5,2000,2000
1290,Norm,Norm,1Fam,2Story,8,5,2006,2006
1291,Norm,Norm,1Fam,SLvl,5,7,1964,1964
1292,Norm,Norm,Twnhs,2Story,5,7,1972,1972
1293,Norm,Norm,1Fam,2Story,5,4,1892,1965
1294,Norm,Norm,1Fam,2Story,7,5,1976,1976
1295,Norm,Norm,1Fam,1Story,5,7,1955,1990
1296,Feedr,Norm,1Fam,1Story,5,5,1968,1968
1297,Norm,Norm,1Fam,1Story,5,6,1963,1963
1298,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006
1299,Feedr,Norm,1Fam,2Story,10,5,2008,2008
1300,Norm,Norm,1Fam,1Story,5,7,1959,1994
1301,Norm,Norm,1Fam,2Story,7,5,1999,1999
1302,Norm,Norm,1Fam,2Story,6,7,1942,1950
1303,Norm,Norm,1Fam,2Story,8,5,1994,1994
1304,Norm,Norm,1Fam,1Story,7,5,2005,2005
1305,Norm,Norm,TwnhsE,2Story,7,5,2004,2004
1306,Norm,Norm,1Fam,1Story,9,5,2006,2007
1307,Norm,Norm,TwnhsE,1Story,7,5,2005,2006
1308,Norm,Norm,1Fam,1Story,5,5,1994,1995
1309,Norm,Norm,1Fam,1Story,5,7,1948,2005
1310,Norm,Norm,1Fam,1Story,6,5,1991,1991
1311,PosA,Norm,1Fam,1Story,7,8,1959,2002
1312,Norm,Norm,1Fam,1Story,7,5,2005,2007
1313,Norm,Norm,1Fam,2Story,8,5,1990,1990
1314,Norm,Norm,1Fam,2Story,9,5,1999,1999
1315,Norm,Norm,1Fam,1Story,4,6,1954,1954
1316,Norm,Norm,1Fam,2Story,6,5,1969,1969
1317,Norm,Norm,1Fam,1Story,8,5,2008,2008
1318,Norm,Norm,TwnhsE,1Story,7,5,2006,2007
1319,Norm,Norm,1Fam,1Story,8,5,2001,2002
1320,Norm,Norm,1Fam,1Story,4,5,1954,1954
1321,Norm,Norm,1Fam,1Story,6,3,1957,1957
1322,Feedr,Norm,1Fam,1Story,3,6,1949,1950
1323,Norm,Norm,1Fam,2Story,7,5,1992,1992
1324,Norm,Norm,1Fam,1Story,4,7,1940,1950
1325,Norm,Norm,1Fam,1Story,8,5,2006,2007
1326,Norm,Norm,1Fam,1Story,4,4,1922,1950
1327,Norm,Norm,1Fam,1Story,3,6,1931,2006
1328,Norm,Norm,1Fam,1Story,5,9,1982,2008
1329,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950
1330,Norm,Norm,1Fam,2Story,7,5,1998,1998
1331,Norm,Norm,1Fam,1Story,8,5,2006,2006
1332,Norm,Norm,1Fam,SLvl,5,5,1976,1976
1333,Norm,Norm,1Fam,1Story,4,6,1938,1958
1334,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995
1335,Norm,Norm,TwnhsE,2Story,5,6,1970,1970
1336,Norm,Norm,1Fam,1Story,6,5,1977,1977
1337,Feedr,Norm,Duplex,1Story,5,5,1973,1973
1338,Feedr,Norm,1Fam,1Story,4,4,1941,1950
1339,Norm,Norm,1Fam,2Story,7,5,2002,2002
1340,Norm,Norm,1Fam,1Story,5,7,1972,1972
1341,Norm,Norm,1Fam,1Story,4,5,1971,1971
1342,RRAe,Norm,1Fam,1Story,6,5,2003,2004
1343,Norm,Norm,1Fam,2Story,8,5,2002,2002
1344,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950
1345,Norm,Norm,1Fam,2Story,7,5,2006,2006
1346,Norm,Norm,1Fam,1Story,4,4,1920,1950
1347,PosN,Norm,1Fam,1Story,7,7,1968,2003
1348,Norm,Norm,1Fam,1Story,8,5,2006,2007
1349,Norm,Norm,1Fam,1Story,7,5,1998,1998
1350,Norm,Norm,1Fam,2Story,8,5,1872,1987
1351,Artery,Norm,Duplex,2Story,5,5,1969,1969
1352,Norm,Norm,1Fam,2Story,6,6,1962,1962
1353,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000
1354,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996
1355,Norm,Norm,1Fam,2Story,7,5,2000,2000
1356,Norm,Norm,1Fam,SLvl,7,6,1968,1992
1357,Norm,Norm,1Fam,1Story,5,5,1966,1966
1358,Norm,Norm,1Fam,1Story,5,6,1971,2008
1359,Norm,Norm,Twnhs,2Story,6,5,2000,2000
1360,Norm,Norm,1Fam,1Story,9,5,2004,2005
1361,Feedr,Norm,1Fam,2Story,5,6,1921,1998
1362,Norm,Norm,1Fam,1Story,7,5,2005,2005
1363,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007
1364,Norm,Norm,1Fam,2Story,6,5,2006,2007
1365,Norm,Norm,TwnhsE,2Story,7,5,2005,2005
1366,Norm,Norm,1Fam,2Story,7,5,2000,2000
1367,Norm,Norm,1Fam,2Story,7,5,1999,1999
1368,Norm,Norm,TwnhsE,2Story,5,6,1977,1977
1369,Norm,Norm,TwnhsE,1Story,6,5,2003,2004
1370,Norm,Norm,1Fam,1Story,8,5,2003,2003
1371,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950
1372,Norm,Norm,1Fam,SLvl,6,6,1955,1996
1373,Norm,Norm,1Fam,2Story,7,6,1998,1998
1374,Norm,Norm,1Fam,1Story,10,5,2001,2002
1375,Norm,Norm,1Fam,2Story,7,5,2005,2005
1376,Norm,Norm,1Fam,1Story,8,5,2007,2007
1377,Norm,Norm,1Fam,1Story,6,5,1930,1950
1378,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960
1379,Norm,Norm,Twnhs,2Story,6,5,1973,1973
1380,Norm,Norm,1Fam,SLvl,5,5,2006,2007
1381,Norm,Norm,1Fam,1Story,3,3,1914,1950
1382,Norm,Norm,1Fam,1Story,6,7,1970,1970
1383,Norm,Norm,1Fam,2Story,7,7,1920,1950
1384,Norm,Norm,1Fam,1Story,5,7,1918,2007
1385,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950
1386,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007
1387,RRAn,Norm,1Fam,2Story,7,5,1978,1978
1388,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950
1389,Norm,Norm,1Fam,1Story,9,5,2006,2007
