Id,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThrSsnPorch,ScreenPorch
723,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,Detchd,1994,Unf,2,463,TA,TA,Y,0,0,0,0,0
724,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,941,Detchd,1958,Unf,1,548,TA,TA,Y,0,0,0,0,156
725,Hip,CompShg,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Attchd,2007,Fin,3,768,TA,TA,Y,327,64,0,0,0
726,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,Detchd,1989,Unf,2,660,TA,TA,Y,96,0,0,0,0
727,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,Attchd,1988,Fin,2,540,TA,TA,Y,292,44,0,182,0
728,Gable,CompShg,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Attchd,2007,RFn,2,632,TA,TA,Y,132,0,0,0,0
729,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,Detchd,1968,Unf,3,888,TA,TA,Y,0,25,0,0,0
730,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,Detchd,1962,Unf,2,539,TA,TA,Y,0,23,112,0,0
731,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Attchd,1995,RFn,2,608,TA,TA,Y,237,152,0,0,0
732,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,Attchd,2003,Fin,2,438,TA,TA,Y,160,22,0,0,0
733,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Attchd,1998,Fin,2,541,TA,TA,Y,192,84,0,0,0
734,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,Attchd,1961,RFn,1,264,TA,TA,Y,165,0,0,0,0
735,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,Attchd,1968,Unf,1,300,TA,TA,Y,147,0,0,0,0
736,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,Detchd,1914,Unf,2,320,TA,TA,N,0,341,0,0,0
737,Gable,CompShg,Stucco,Stone,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1949,Unf,2,400,TA,TA,Y,0,0,0,0,0
738,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,Attchd,2005,Fin,3,800,TA,TA,Y,0,116,0,0,0
739,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,NA,0,NA,0,0,NA,NA,Y,120,0,0,0,0
740,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Attchd,2004,RFn,2,572,TA,TA,Y,187,56,0,0,0
741,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,Detchd,1910,Unf,2,360,TA,Gd,Y,270,0,112,0,0
742,Hip,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,Detchd,1962,Unf,1,288,TA,TA,Y,168,0,0,0,0
743,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,Attchd,2000,Unf,2,539,TA,TA,Y,120,55,0,0,0
744,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,Attchd,1997,RFn,2,480,TA,TA,Y,302,0,0,0,100
745,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Attchd,1993,RFn,2,462,TA,TA,Y,96,0,70,168,0
746,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,BuiltIn,1994,Fin,2,831,TA,TA,Y,0,204,0,0,0
747,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,BuiltIn,2000,Fin,2,554,TA,TA,Y,224,54,0,0,0
748,Mansard,CompShg,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,Detchd,1950,Unf,4,864,TA,TA,N,181,0,386,0,0
749,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Attchd,1996,Fin,2,527,TA,TA,Y,240,56,154,0,0
750,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1945,Unf,1,240,TA,TA,N,92,0,185,0,0
751,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,NA,0,NA,0,0,NA,NA,N,0,160,0,0,0
752,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,Attchd,2003,Fin,2,400,TA,TA,Y,0,48,0,0,0
753,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Attchd,1997,RFn,2,576,TA,TA,Y,168,27,0,0,0
754,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Attchd,2005,RFn,3,878,TA,TA,Y,192,52,0,0,0
755,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,Detchd,1969,RFn,2,440,TA,TA,Y,171,48,0,0,0
756,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,Detchd,1999,Unf,2,440,TA,TA,Y,0,24,0,0,0
757,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0
758,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,Attchd,1978,Fin,2,440,TA,TA,Y,335,0,0,0,0
759,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0
760,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Attchd,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0
761,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,Detchd,2008,Unf,1,300,Ex,Ex,Y,0,0,0,0,0
762,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0
763,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0
764,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180
765,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Attchd,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216
766,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0
767,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0
768,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0
769,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0
770,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,BuiltIn,2003,Fin,3,841,TA,TA,Y,503,36,0,0,210
771,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,Detchd,1983,Unf,2,576,TA,TA,Y,120,0,0,0,0
772,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0
773,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,Detchd,1976,Unf,2,672,TA,TA,Y,144,0,0,0,0
774,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Attchd,1958,RFn,1,275,TA,TA,Y,0,0,0,0,0
775,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Attchd,2006,Fin,3,895,TA,TA,Y,315,45,0,0,0
776,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Attchd,1998,Fin,2,412,TA,TA,Y,0,247,0,0,0
777,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Attchd,2005,RFn,3,865,TA,TA,Y,144,59,0,0,0
778,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,Attchd,1974,Unf,2,440,TA,TA,Y,241,0,0,0,0
779,Gable,CompShg,Plywood,Plywood,BrkFace,320,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1977,Unf,2,630,TA,TA,Y,0,0,0,0,0
780,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,Attchd,1977,Unf,2,504,TA,TA,Y,0,0,0,0,0
781,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Attchd,1995,Fin,2,402,TA,TA,Y,220,21,0,0,0
782,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,Attchd,1992,RFn,2,484,TA,TA,Y,0,124,0,0,0
783,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Attchd,2001,RFn,2,605,TA,TA,Y,0,33,0,0,0
784,Gable,CompShg,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Attchd,1978,Fin,2,602,TA,TA,Y,303,30,0,0,0
785,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,NA,0,NA,0,0,NA,NA,Y,0,291,134,0,0
786,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,Attchd,1967,Unf,2,457,TA,TA,Y,0,0,0,0,197
787,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,Detchd,1961,Unf,1,416,TA,TA,Y,0,0,196,0,0
788,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,BuiltIn,2004,RFn,2,618,TA,TA,Y,0,45,0,0,0
789,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,Detchd,1954,Unf,1,281,Fa,TA,Y,0,0,0,0,0
790,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Attchd,1966,Fin,2,444,TA,TA,Y,133,168,0,0,0
791,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Attchd,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0
792,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,Attchd,1976,RFn,2,539,TA,TA,Y,120,0,0,0,0
793,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Attchd,1997,Unf,2,455,TA,TA,Y,180,130,0,0,0
794,Gable,CompShg,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Attchd,2007,Fin,2,474,TA,TA,Y,168,130,0,0,0
795,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,Attchd,1994,Fin,2,409,TA,TA,Y,143,46,0,0,0
796,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,Attchd,1980,Unf,2,476,TA,TA,Y,0,50,0,0,204
797,Gable,CompShg,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,Attchd,1977,RFn,2,528,TA,TA,Y,138,0,0,0,0
798,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,Attchd,1953,Unf,1,240,TA,TA,Y,0,0,0,0,0
799,Hip,CompShg,VinylSd,VinylSd,Stone,860,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,BuiltIn,2009,Fin,3,820,TA,TA,Y,144,78,0,0,0
800,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,264,0,0
801,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Attchd,1997,RFn,2,603,TA,TA,Y,403,114,185,0,0
802,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,Detchd,1957,Unf,2,440,TA,TA,Y,0,0,0,0,0
803,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,Attchd,2005,Fin,2,410,TA,TA,Y,36,18,0,0,0
804,Hip,CompShg,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,BuiltIn,2009,RFn,3,1020,TA,TA,Y,52,170,0,0,192
805,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,Attchd,1954,Unf,1,286,TA,TA,Y,0,0,0,0,0
806,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,Attchd,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0
807,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,Attchd,1967,Fin,1,384,TA,TA,Y,68,0,0,0,0
808,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,Attchd,1923,RFn,2,528,TA,TA,Y,0,312,0,0,0
809,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,Attchd,1966,RFn,2,484,TA,TA,Y,0,0,0,0,0
810,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,Detchd,1910,Unf,2,360,Fa,Po,N,40,156,0,0,0
811,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,Attchd,1974,RFn,2,484,TA,TA,Y,265,0,0,0,0
812,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,Attchd,2004,Fin,2,420,TA,TA,Y,140,0,0,0,0
813,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,Basment,1952,Unf,2,504,TA,TA,N,0,0,0,0,0
814,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,Attchd,1958,RFn,1,301,TA,TA,Y,0,0,275,0,0
815,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,Detchd,1955,Unf,1,280,TA,TA,P,207,0,96,0,0
816,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,Attchd,1998,RFn,2,598,TA,TA,Y,0,34,0,0,0
817,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Attchd,1954,RFn,1,275,TA,TA,Y,0,0,120,0,0
818,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Attchd,2002,RFn,3,857,TA,TA,Y,150,59,0,0,0
819,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,Attchd,1971,Unf,2,440,TA,TA,Y,0,0,0,0,0
820,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Attchd,2010,RFn,2,484,TA,TA,Y,192,35,0,0,0
821,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Attchd,2003,RFn,2,595,TA,TA,Y,0,45,0,0,0
822,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,Detchd,1974,Unf,2,576,TA,TA,Y,0,32,112,0,0
823,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,BuiltIn,2003,Fin,2,433,TA,TA,Y,100,48,0,0,0
824,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,Detchd,1940,Unf,1,240,TA,TA,Y,335,0,0,0,0
825,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Attchd,2006,RFn,2,776,TA,TA,Y,0,140,0,0,0
826,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Attchd,2007,Fin,3,1220,TA,TA,Y,188,45,0,0,0
827,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,NA,0,NA,0,0,NA,NA,Y,0,0,116,0,0
828,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Attchd,2001,RFn,2,527,TA,TA,Y,290,39,0,0,0
829,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,Attchd,1967,Fin,2,538,TA,TA,Y,486,0,0,0,225
830,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0
831,Gable,CompShg,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,Attchd,1957,RFn,2,458,TA,TA,Y,0,0,0,0,192
832,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0
833,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,Attchd,2003,RFn,2,613,TA,TA,Y,192,39,0,0,0
834,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,Attchd,1964,RFn,2,472,TA,TA,Y,0,0,0,0,152
835,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,Attchd,1961,Unf,2,456,TA,TA,Y,0,0,0,0,0
836,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,Attchd,1996,Unf,2,436,TA,TA,Y,290,0,0,0,0
837,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,Detchd,1948,Unf,2,812,TA,TA,Y,0,116,230,0,0
838,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,Detchd,1973,Unf,1,264,TA,TA,Y,0,0,0,0,0
839,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,Attchd,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0
840,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,Detchd,1946,Unf,1,240,TA,TA,Y,0,0,0,0,0
841,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,Detchd,1934,Unf,1,400,TA,TA,P,0,0,254,0,0
842,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Detchd,1983,Unf,2,686,Gd,TA,P,70,78,68,0,0
843,Gable,CompShg,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,Attchd,1966,RFn,2,490,Gd,Gd,Y,0,129,0,0,0
844,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
845,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Detchd,1949,Unf,3,720,TA,TA,Y,418,0,194,0,0
846,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,Basment,1975,Fin,2,611,TA,TA,Y,0,0,0,0,0
847,Gable,CompShg,HdBoard,HdBoard,BrkFace,137,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Attchd,1993,Unf,2,425,TA,TA,Y,234,72,192,0,0
848,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Attchd,1972,Unf,1,338,TA,TA,Y,0,0,0,0,0
849,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,Detchd,1908,Unf,2,360,Fa,TA,Y,486,40,0,0,175
850,Hip,CompShg,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Attchd,1976,RFn,2,512,TA,TA,Y,113,100,0,0,0
851,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Attchd,2003,Fin,2,420,TA,TA,Y,140,0,0,0,0
852,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Attchd,2003,Fin,2,400,TA,TA,Y,143,20,0,0,0
853,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,Detchd,1941,Unf,1,240,TA,TA,Y,0,0,0,0,126
854,Gable,CompShg,MetalSd,HdBoard,BrkFace,115,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,Attchd,1964,RFn,2,645,TA,TA,Y,180,0,0,0,0
855,Hip,CompShg,Wd Sdng,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,Attchd,1955,Unf,2,454,TA,TA,Y,0,418,0,0,312
856,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Detchd,1962,Unf,1,260,TA,TA,Y,0,104,0,0,0
857,Gable,CompShg,Plywood,HdBoard,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,Detchd,1981,Unf,2,576,TA,Fa,Y,0,0,34,0,0
